seqname,DTT,PH,EW,cv0,cv1,cv2,cv3,cv4,cv5,cv6,cv7,cv8,cv9,cv10,cv11,cv12,cv13,cv14,cv15,cv16,cv17,cv18,cv19,cv20,cv21,cv22,cv23,cv24,cv25,cv26,cv27,cv28,cv29
MG_251,67.756667682852,187.866736812932,95.9012809339283,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,4,1,1,1
MG_252,69.501763387461,211.591148802031,100.825734854848,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,4,4,4,4,1,4,4,1,1
MG_253,66.011571978243,186.049367413774,91.3821104815059,1,4,1,1,4,1,1,1,1,4,4,1,1,1,1,1,1,4,1,4,4,1,1,1,1,1,1,1,4,1
MG_254,66.3605911191648,230.746332859578,86.9058065480662,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,4,1,1,1
MG_255,71.3548494559717,196.467306858146,95.929785424179,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,4,4,1,1,1,1,4,1
MG_256,69.6762729579219,202.453614525843,88.3268966584898,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
MG_257,72.1543342125238,222.971754404536,101.300839952427,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1
MG_258,72.2431658521407,167.467813207004,69.4020763291005,1,4,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
MG_259,69.8507825283828,178.931030071436,58.9698250091315,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1
MG_260,74.1086302840955,213.630809479901,78.7985411695855,1,1,4,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,4,1,4,4,1,1,1
MG_261,63.7429475622513,214.29600640169,77.5764928956484,4,1,1,1,4,1,1,4,4,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,4,1,4,1,1,1
MG_262,69.8507825283828,188.500788611421,65.2309349796669,4,1,1,1,4,4,1,1,1,1,1,1,1,1,1,4,1,1,4,1,4,1,1,1,1,1,1,4,1,1
MG_263,64.6154954145558,220.424559395805,69.4370499341082,4,4,4,1,1,1,1,1,1,4,1,4,1,1,1,4,1,4,1,1,4,1,4,4,1,1,4,4,4,1
MG_264,68.7787319070817,226.746827259339,110.851210278168,1,4,1,1,1,1,1,4,1,1,1,4,1,1,1,1,4,1,4,1,1,1,1,4,1,1,1,1,1,1
MG_265,67.5821581123911,212.443616699709,90.2961586272657,1,4,1,1,1,4,1,1,4,1,1,1,1,1,1,4,1,1,4,4,1,1,4,1,1,1,1,1,1,4
MG_266,69.501763387461,216.295850010296,85.0586492083644,1,4,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1
MG_267,63.2194188508686,192.942837548509,92.1991723370227,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,4,4,4,1,1
MG_268,68.6292155351565,220.719467209056,56.7217243461598,1,4,1,1,4,1,4,1,1,4,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,4,1,1,1,1
MG_269,64.9645145554776,227.852549942056,95.9701271597323,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,4,1,1,1,1
MG_270,69.4005533844,173.8447300456,120.936546194372,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_271,66.8560826999374,200.922479684593,98.9223410782212,1,1,1,4,4,1,1,1,4,1,1,1,1,4,1,1,1,1,4,4,1,1,1,1,1,4,1,4,1,1
MG_272,69.8507825283828,205.706816340764,51.456857286981,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,4,4,1,1,1,1
MG_273,69.6762729579219,198.2050988412,78.8391067734192,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,4,4,1,1,1
MG_274,67.1797623939776,233.688689397014,117.558032734602,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,4,1,1,4,1
MG_275,65.5876762044799,229.041397064223,58.187832402621,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,4,1,1,1,4,1
MG_276,69.501763387461,224.995630501191,68.3329122843138,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,4,1,1,1,1,1,1,1
MG_277,71.4436810955886,192.248016741442,92.8911808703496,1,1,1,1,4,4,1,4,1,1,4,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1
MG_278,66.1860815487039,181.293978925107,81.4487685850928,1,1,1,1,1,1,1,1,1,4,1,4,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,4,4,4
MG_279,68.4547059646956,234.661723519623,98.8175033172674,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,4,4,4,1,1,1,1,1
MG_280,63.5684379917904,210.709190123029,80.8707200494774,1,1,1,1,4,4,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,4,1,1,1,4
MG_281,66.1860815487039,193.680107081635,102.310475248153,1,1,1,4,1,4,1,1,1,1,1,4,1,1,1,4,1,1,1,1,4,4,1,1,1,1,1,1,1,1
MG_282,66.3605911191648,201.403005441137,77.5141415930424,1,1,1,1,1,1,4,1,1,4,1,1,1,1,4,4,1,1,1,4,1,1,1,4,1,1,1,1,4,1
MG_283,68.9563951863155,176.110702435691,78.2734518669465,4,1,1,4,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,4,1,4,1,1,4,1,1,1
MG_284,65.3135336963994,232.076489981738,80.5434431137773,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,4,1,4,1,4,1,1,4
MG_285,63.2194188508686,230.963827371851,76.6204395895432,1,1,4,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,4,4,1,1,1,4,1,1,1,4
MG_286,65.8370624077821,210.434557221939,91.7250426458387,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1
MG_287,67.0586294010084,208.923154679029,74.2695095183351,1,1,4,4,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,4,4,1,4,1,1,1,1
MG_288,74.0197986444786,217.408977922305,120.769472325351,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,4,1
MG_289,66.7096102600866,215.475637654692,85.7860810726203,1,4,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1
MG_290,67.0586294010084,238.598253387377,112.91409364758,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,4,1,4,1,4,4,1,1,1,1,1,1,1,1
MG_291,65.1390241259385,199.172765103429,112.904740952189,1,1,4,1,1,1,4,4,1,1,1,4,4,4,1,1,4,4,1,1,4,4,4,1,1,4,1,1,1,1
MG_292,69.1527442465392,199.836307683243,79.0955101832788,1,1,1,1,4,1,1,1,1,1,1,4,1,4,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,4
MG_293,69.1527442465392,190.076702238479,97.8562540682392,1,1,1,4,4,1,1,1,1,4,4,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1
MG_294,69.4005533844,206.631678911238,99.1412250149272,1,1,1,1,1,1,4,1,1,1,1,1,4,4,1,4,1,1,1,1,1,1,1,4,1,4,4,1,1,4
MG_295,67.5350889524452,205.921240846312,141.992791834993,1,4,1,1,1,1,4,4,4,1,1,4,4,4,4,4,1,4,1,1,1,1,1,1,1,1,1,1,4,1
MG_296,70.0252920988437,237.796472770102,98.0329160870935,1,4,1,1,1,4,1,1,4,4,1,4,1,4,1,1,1,4,1,1,4,1,1,1,1,1,1,4,4,1
MG_297,67.9311772533129,212.710876905467,91.9601590155624,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1
MG_298,69.5782166636338,186.047548572565,134.721374924624,1,4,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1
MG_299,60.9507944348769,204.430418461539,82.3931310219594,4,1,1,4,1,1,4,4,1,4,4,1,4,4,1,1,4,1,4,1,1,4,4,1,1,4,1,1,4,4
MG_300,64.266476273634,211.641836082434,91.0183945485985,1,1,1,4,1,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1
MG_301,66.3605911191648,200.601224823862,85.3236422444398,1,1,1,1,4,4,4,4,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1
MG_302,68.4547059646956,195.55461486961,91.3093672946127,1,1,1,1,1,4,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,4
MG_303,69.3272538170001,225.80662698763,95.7518976052878,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,4,4,1,4,1,1,1,1,1,1,1
MG_304,68.6292155351565,229.704939644037,103.047000010186,1,4,4,1,4,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1
MG_305,67.8015838712959,202.234392326369,79.9088005257924,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,4,1
MG_306,66.5351006896257,243.777571857592,110.887676312886,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_307,70.7774437984619,200.751604377937,87.4551074472609,1,1,1,1,1,1,1,1,4,1,4,4,1,1,1,1,1,1,4,1,1,1,4,1,4,1,4,1,1,1
MG_308,66.011571978243,215.392694832216,97.097646548004,1,1,1,1,1,1,4,1,4,4,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1
MG_309,66.7096102600866,185.302882011484,72.1051660919748,1,1,4,1,1,1,4,4,1,1,4,4,4,1,1,1,4,1,1,1,4,1,1,4,1,1,1,1,1,4
MG_310,67.756667682852,211.614188474942,92.494042044126,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1
MG_311,65.1390241259385,228.219341534787,76.6879868335134,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,4,1,4,1,1,1,1,1,1
MG_312,67.9311772533129,210.029058978719,108.954785932101,1,4,1,1,4,1,4,4,1,1,1,1,4,4,1,4,4,1,1,4,1,1,1,1,1,1,1,1,1,1
MG_313,67.756667682852,176.630749128081,98.5888818738593,1,1,1,1,1,4,1,1,1,4,1,1,4,1,1,1,1,4,1,1,4,1,4,4,1,1,1,1,1,4
MG_314,67.5821581123911,241.74086477233,96.2844816489,1,1,1,4,1,4,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,4,1
MG_315,65.6625528373212,208.867859464045,103.769235926842,1,1,4,1,4,1,4,1,4,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1
MG_316,71.1771861767379,207.476775171477,121.838580482291,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,4,4,1,1,1,1
MG_317,67.4076485419302,185.984856329626,95.3981080309645,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1,4,1,1,4,1,1,1,1,1,1,1,1
MG_318,64.266476273634,198.647460561076,97.8406662425877,1,1,1,1,1,1,4,4,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,4,1,4,4,4,4,1
MG_319,68.4547059646956,208.960018155686,96.1376962901622,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1
MG_320,69.8507825283828,224.571700519643,75.5422816481287,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,4,4,4,1,1,1,1,1,1
MG_321,67.2331389714693,236.335757507595,96.1065206388592,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,4,4,1,1,1,1,1,1,1,4,4,1,1,1,1
MG_322,65.1390241259385,190.124624758132,84.6533657414257,1,4,4,1,1,1,4,1,1,1,4,4,1,1,1,1,4,1,1,4,1,1,1,1,4,1,1,1,4,1
MG_323,67.9311772533129,191.237901753153,88.6321582389689,4,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1
MG_324,67.712752231679,211.586171821539,97.1305774187719,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1
MG_325,67.0586294010084,196.629185214142,91.5665664178623,1,4,1,1,1,1,1,1,1,1,4,4,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1
MG_326,66.5351006896257,213.072138976699,106.285370789283,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,4,1,1,1,1
MG_327,70.7233303806873,228.26726405444,89.2842489448701,1,1,1,1,1,4,1,1,1,4,1,1,1,1,4,4,4,1,1,1,1,1,1,1,4,1,1,1,1,4
MG_328,68.8037251056174,212.098021606056,94.8633915431528,1,4,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4
MG_329,66.5351006896257,178.676672082508,104.917539088365,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,4,1,1
MG_330,63.3939284213295,171.685513734634,81.5046249598243,4,1,1,1,1,4,1,1,1,1,4,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,4,1,4,1
MG_331,69.7558799428676,211.883348528436,96.6342939556194,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1
MG_332,68.8037251056174,244.186234090388,74.2952555960094,4,1,1,1,1,1,4,1,4,1,1,4,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1
MG_333,62.6958901394859,214.134728691318,102.041585255665,1,1,1,1,1,4,1,4,1,1,1,1,4,4,1,1,4,1,1,1,1,4,4,1,1,1,1,1,1,1
MG_334,71.24685909207,224.258360968064,80.9746388876736,1,1,1,4,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
MG_335,66.011571978243,204.527185087761,97.4616736633975,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1
MG_336,67.5821581123911,203.163236451477,102.91205705179,1,1,4,4,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1
MG_337,66.8841198305475,183.229311449565,98.1212471043145,1,1,1,4,1,4,1,4,1,4,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1
MG_338,71.4436810955886,198.959257366011,96.7083661142989,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1
MG_339,65.4880432668603,210.489852436923,83.8220150405324,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,4,4
MG_340,65.8472877997241,211.840010255585,104.245619771929,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1
MG_341,67.756667682852,243.54717512849,88.324298682352,1,4,1,4,4,4,1,4,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,4,1,1,1,1,1,1
MG_342,71.1771861767379,218.119415987231,107.112212312825,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,1
MG_343,63.3939284213295,235.289756357472,104.746073006199,1,4,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,4,1,1,4,1,1,4,1,1,1,4,4
MG_344,68.8037251056174,189.473062808231,94.507350770933,4,4,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1
MG_345,74.2135217899053,198.140587757052,71.8089974045965,1,1,1,1,4,1,4,1,1,1,1,4,1,1,1,1,1,1,1,4,1,4,1,1,4,1,1,1,1,1
MG_346,65.1390241259385,179.432373353963,86.4095940971212,4,1,1,1,4,1,4,4,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_347,68.6292155351565,219.346302703607,86.0926416427271,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,1,1,4,4,1,1,1,1,1,1,4,4
MG_348,65.8370624077821,205.439556135006,106.595828322038,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,4,4,1,1,1,1,1,1,1,1
MG_349,65.1390241259385,192.067329977921,73.2911398217632,4,1,1,4,1,1,1,1,1,1,4,1,4,1,4,1,1,1,1,4,1,1,1,1,1,1,4,1,1,4
MG_350,69.1527442465392,209.826309857109,93.967091568192,1,1,4,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,4,1,4,1,1,1,1,4,1,1,4
MG_351,60.9507944348769,174.994932351456,71.8999263886027,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,4,1,1,4,1,1,4
MG_352,67.4076485419302,203.200099928133,73.0326417182386,4,1,1,1,4,1,1,4,1,1,1,1,1,1,4,1,1,4,4,1,4,1,1,1,1,1,4,4,4,1
MG_353,70.3777014201859,197.878896215908,132.75105550375,4,1,1,4,4,1,4,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,4,1,1,4,1
MG_354,69.8507825283828,195.569360260272,82.5334214528228,1,1,4,4,1,1,4,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,4,1,1,1,1,1,4,1
MG_355,71.9448973739136,226.70978216571,68.5405921591648,1,4,1,1,1,1,1,1,1,4,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1
MG_356,68.6010686278479,186.313769375589,70.6366123070919,1,1,4,4,1,4,4,1,1,1,4,4,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1
MG_357,69.0206388894782,205.406524574292,80.9404690808178,1,1,1,1,1,4,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,4,4,1,1,4,1,4
MG_358,66.011571978243,253.269917096598,85.4392519518746,4,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1
MG_359,67.5058669819292,211.081531010648,90.0155637067964,1,1,4,1,1,1,1,1,4,1,1,1,4,4,1,1,1,4,1,1,1,4,4,1,1,1,1,1,1,1
MG_360,67.4076485419302,193.228529492595,87.8982314483975,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1
MG_361,67.5821581123911,197.361846812687,62.3562801319181,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,4,4,1,1,4
MG_362,73.3979771671603,172.781394641234,85.3654495485142,1,4,1,1,1,1,1,4,1,1,4,4,1,1,1,1,1,1,4,4,1,1,1,4,1,1,1,1,1,4
MG_363,69.3117217447831,238.025611963295,86.05843574416,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,4,1,1,4,1,1,1,1,1,4,1
MG_364,66.8392426061456,195.520712824058,99.2618803254017,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1
MG_365,70.5553646994197,228.878141454117,78.4619243595865,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1
MG_366,70.288869780569,199.197617852764,91.075589958717,1,1,1,1,1,1,1,1,1,4,1,4,4,1,1,1,1,1,1,4,4,1,1,1,4,1,1,1,4,4
MG_367,67.2331389714693,221.521247826331,75.8657290303972,1,1,4,4,1,1,1,1,1,1,1,4,1,4,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1
MG_368,72.4684260852963,224.872752239525,77.9557966526484,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,4,1,1,1
MG_369,68.0680787901466,169.263255817365,97.6194536660565,1,1,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1
MG_370,67.2331389714693,240.084830588925,68.7998209931268,1,4,4,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,4,1,1,1,1,1,4,4,1,1,1
MG_371,70.8218596182703,219.693523856577,99.9527266644602,4,1,1,4,1,4,1,1,1,4,1,1,4,1,1,1,1,1,1,1,4,1,1,4,1,1,4,1,4,4
MG_372,66.3605911191648,224.857392463729,79.9822139873424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4
MG_373,63.2194188508686,211.623404344106,105.650166893985,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,1,4,1,1,1,1,1,1,4
MG_374,65.8370624077821,208.333339052528,108.949589990737,1,1,4,1,1,1,4,1,4,1,1,1,4,4,1,4,1,1,1,1,1,4,1,4,4,1,1,1,1,1
MG_375,63.5684379917904,239.151205537222,130.725782425871,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,4,1
MG_376,67.4076485419302,191.210254145661,84.949534428804,1,1,4,1,1,1,1,4,1,1,4,1,1,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1
MG_377,71.0723495216091,237.059203236976,91.7341355436158,1,1,1,1,4,4,1,1,1,1,4,4,1,4,1,1,1,1,4,1,1,4,4,1,1,4,4,4,1,1
MG_378,63.5684379917904,220.065140498406,94.7551072840179,1,4,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1
MG_379,64.9645145554776,220.968295676486,105.050035606403,1,1,4,1,1,4,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,4,1,1,4
MG_380,71.7703878034527,178.424613889909,67.6314601299967,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,4,1,4,1,1,1,1,1,1,4,4,1,1,4,1
MG_381,70.1112065013352,222.217978066758,57.4048556949804,1,1,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1
MG_382,72.864987329459,206.343788976431,97.9116271808478,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,4,4,1,1
MG_383,63.0449092804077,196.44486783086,106.616612084378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,4,1,1,4,1,1,4,1,1,1
MG_384,66.3605911191648,222.498129957724,92.9720686963992,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,4,1,1,1,1,1,1,1,1,1
MG_385,67.2331389714693,199.799444206587,99.7891444490241,4,1,4,4,1,4,1,1,1,1,1,1,1,4,4,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1
MG_386,63.0449092804077,205.117000714263,97.7315514630272,1,1,1,1,4,1,4,1,1,1,1,4,1,4,1,1,1,1,4,1,1,1,1,1,4,1,4,1,1,1
MG_387,70.3743112397655,244.146206624156,74.5160831265918,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1
MG_388,67.0586294010084,197.036526631195,90.0467534168418,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,1,4,1,1,1
MG_389,68.4547059646956,206.186041537296,87.4591743586942,1,4,1,4,1,1,1,1,4,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1
MG_390,62.8703997099468,221.346146312214,70.4424646886294,4,1,1,1,1,1,4,1,1,1,4,4,1,1,1,1,4,1,4,1,1,1,1,1,1,1,4,4,1,1
MG_391,74.1322325169742,177.856977864641,90.0155637067964,1,1,4,4,1,1,1,1,1,1,1,4,4,1,1,4,1,1,4,1,1,1,1,1,1,1,1,1,1,1
MG_392,65.1390241259385,241.233991968305,96.0792419439691,1,4,1,4,1,4,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,4,1,1,4,1,1,4,4
MG_393,65.4880432668603,216.646053038531,123.243626117831,1,1,1,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,4,4,1,1,4,1,1,1,1,1,4,1
MG_394,66.7096102600866,219.115905974505,89.0465346036848,1,1,1,1,1,4,4,1,4,4,1,1,1,1,4,1,1,1,1,1,1,4,1,1,1,1,4,1,1,1
MG_395,67.2331389714693,209.91846854875,88.7036024346756,1,1,4,1,1,1,1,4,4,4,1,4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1
MG_396,69.3272538170001,166.949478571212,86.0173004859312,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1
MG_397,63.7429475622513,178.492354699226,59.0342055875569,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1
MG_398,64.4409858440949,206.020155892343,71.0062243835446,1,4,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,4,1,1,4,4,1,1,1,1
MG_399,68.4547059646956,202.748522339093,98.1913923197462,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,4,1,1,4,4,1,4,1,4,1
MG_400,74.1974619237124,199.248695099262,101.367504895238,1,4,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1
MG_401,69.8447115824845,233.047902122767,84.8189616222567,1,1,1,4,1,1,1,1,4,4,4,1,1,1,1,1,4,1,4,1,1,1,1,1,4,1,1,4,1,1
MG_402,66.1417749557965,202.353371642713,78.1616516363837,1,1,1,1,4,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1
MG_403,71.7703878034527,206.084666976492,85.7834831011588,4,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,4,1
MG_404,67.0586294010084,203.550302956369,86.0367852679955,1,1,1,1,1,1,1,1,1,4,1,1,1,4,1,4,4,1,4,1,1,1,1,1,4,1,1,1,1,1
MG_405,66.3605911191648,188.334902966467,85.4015813726973,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,1,4,1,1,1,1,1,1,1,4,1,1
MG_406,63.7429475622513,211.402223484168,91.0599620841888,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,4,1,1,4,1,1,1
MG_407,66.5579409166593,159.153056598373,104.856303569042,4,4,4,1,4,1,1,1,1,4,1,4,1,1,4,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1
MG_408,68.6292155351565,245.768199597034,76.4697572743925,4,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1
